hotel_id,hotel_name,hotel_rank,hotel_no_reviews,rating,review_date,review_content,excellent,very_good,average,poor,terrible,families,couples,solo,business,friends,room_id,complaint_flag,housekeeping_priority,cleaning_demand_score,dominant_guest_type,room_status,checkout_hour,estimated_cleaning_time
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2014-01-16,We had a great vacation in Singapore We stayed at the Intercontinental  where the service  the property and the staff were superlative  Great location and a brilliant hotel  Thoroughly recommend this property for anyone who wants to be a bit away from the usual Orchard Road area,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1015,0,Low,-724.5,couples,Clean,9,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2014-01-15,Will stay at this hotel again  Everything I found with this hotel was fabulous  From the extra large bath towels to a stand alone shower  The swimming pool was good  Location is the best  Staff very attentive  The breakfast is the same wherever you stay in Asia it  39 s an international buffet  It was good,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1016,0,Low,-724.5,couples,Clean,11,14
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-12-31,Great hotel  well located in Singapore  I was lucky enough to be upgraded to one of the suites  unfortunately I didn  39 t have time to make use of all the extra space but the gesture was much appreciated  Service was as always excellent,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1017,0,Low,-724.5,couples,Clean,11,12
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-12-27,We spent one night at this hotel prior to leaving on a cruise  The room was very comfortable  The swimming pool on the roof was very nice  We were able to get Avery good rate via Hotwire  Service was excellent  Hotel is adjacent to affording very convenient access to restaurants and shops,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1018,0,Low,-724.5,couples,Clean,7,17
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-12-25,clean hotel  friendly staff  Not much nearby for night ventures  but can take the bus or Subway to all attractions  Near Arab street if you are into ethnic experience Everything nearby closes at 10 pm so plan on going ot Singapore river for dinner if you arrive late,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1019,0,Low,-724.5,couples,Clean,9,15
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-12-20,This is a great hotel in the center of Bugis Shopping Arcade  The location is one of the best reasons to stay at this hotel  As you step out of the hotel you are right in the middle and around the hotel are many markets  street stall and shops within walking distance,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1020,0,Low,-724.5,couples,Clean,10,11
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-12-19,Good location   the room is very clean and Excellent Services  I will definitely stay at this hotel again during my next visit,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1021,0,Low,-724.5,couples,Clean,6,12
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-12-08,Good staff  good breakfast  good service  great location If room was spacious  it was pretty old style decorated but okay Bugis is nice  close to Clarke Quay and Raffles Hotel by foot Will surely be back some day  I need to test swimming pool  amp  spa next time,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1022,0,Low,-724.5,couples,Clean,9,17
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2016-01-20,Lovely mixture of old and new  Check in very welcoming and efficient  Similarly for check out  Comfortable room where everything works as they should  Somewhat dated and improvement to furnishing needed  Did not dine in as hotel located in an amazing area with huge variety of food outlets and shops  Would stay again,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1023,0,Low,-724.5,couples,Clean,7,19
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2016-01-15,The local Peranakan architecture and interior decor is reflected in this hotel  Luxurious interiors with a lot of local interest at your doorstep  We were in a heritage room and it was lovely  The breakfasts in the Club were superb and we used the lounge to wind down after hot walks outside  Top notched hotel,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1024,0,Low,-724.5,couples,Clean,11,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-12-02,Great staff willing to help the restaurant at breakfast was just amazing  the waiting staff were brilliant  The rooms were very clean and comfortable also the pool area spot on  It was next to the Bugis shopping mall and the subway was nearby  1st  class  i will definitely stay again thanks a lot,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1025,0,Low,-724.5,couples,Clean,10,19
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-11-30,stayed there for 5 nights this October  and I can say the stay was enjoyable the hotel is located in a central spot    the breakfast is just amazing the room service is good  but the rooms are fancy and comfortable i will go back again to it if I am visiting Singapore thanks,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1026,0,Low,-724.5,couples,Clean,9,15
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-11-30,In the best location  right near the Bugis markets  The staff were very lovely and the rooms were beautiful  they have a lot of character  English provincial fusion with Asian furniture  The pool is also lovely,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1027,0,Low,-724.5,couples,Clean,6,10
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-11-22,The best hotel I have every stayed in Singapore  Great location and neighboring the Bugis Junction Shopping Mall  Wonderful staff   very helpful  Rooms are big and beautiful  Excellent breakfast spread with lots of options  Good dining experience too Truly recommended,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1028,0,Low,-724.5,couples,Clean,6,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-11-17,I stayed here for 2 nights and was very impressed with how friendly  professional and helpful the staff were  My room was enormous  and very clean  I thought that breakfast in the Olive Tree was very good   plenty of choice  fresh food  lots of helpful staff,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1029,0,Low,-724.5,couples,Clean,8,12
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-11-14,Stayed for 2 weeks  great service  Very clean rooms  Free internet  which is nice for this class of hotel The breakfast is one of the best I have ever had  Lots of choices  and excellent food  Good location in Singapore  Would definitely go back on my next trip,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1030,0,Low,-724.5,couples,Clean,8,14
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-11-12,We stayed here on our first trip to Singapore  It was great  Rooms were clean  staff friendly and very accommodating  Great location  Brigid shopping mall next door and a short walk to Metro  amp  surrounding attractions  Buffett breakfast was amazing  Wide variety of food  We would highly recommend staying here,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1031,0,Low,-724.5,couples,Clean,7,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-10-20,A short 2 night stay to celebrate a birthday  This hotel always presents to a very high standard  great location  Club floor great value  Staff welcoming and friendly  Beautiful colonial decor  Close to shopping precinct and food  Raffles city,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1032,0,Low,-724.5,couples,Clean,9,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-10-19,We came from lengthy trip from Indonesia  The Intercontinental hotel was like an oasis for us  We got good night sleep  ate all the food we were missing for so long  my favorite beer in nice bar  pool for relaxation   Breakfast room was quite busy  but you the quality of the food were excellent,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1033,0,Low,-724.5,couples,Clean,9,12
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-10-18,Have been staying there many times over the years  Excellent service  curtious staff super rooms and facilities good food and a nice place to watch soccer at Victoria Bar  Will definitely recommend for leisure or business  The MRT and cinema is just next to the hotel  Architecture Nyonya Peranakan Style    class,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1034,0,Low,-724.5,couples,Clean,11,13
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-10-18,everything perfect  nice location  you can walk to bugis station metro easily from victoria street  not far  around bugis station have a lot of shopping malls  easy to connection to down town city center  also from victoria street  you can get bus to city easily  if you take bus from victoria street mostly bus going to city  nothing to worry,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1035,0,Low,-724.5,couples,Clean,11,19
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-10-15,You can always expect Intercontinental Hotels to be clean  close to where you need to be with friendly staff in any city you go to  the Singapore was no different  There was nothing negative to say about it  nice hotel and very clean  Would stay there again,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1036,0,Low,-724.5,couples,Clean,11,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,3,2013-10-12,We stayed as a family in interconnecting rooms  For some reason the only rooms available had a handicapped bathroom with a sink that are to our thighs  The rooms are well appointed   the beds are super comfortable  Pool is nice although small  Recommended more as a business hotel rather than a family vacation  Buffet breakfast is great,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1037,1,Medium,-724.5,couples,Dirty,8,49
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-10-09,Great Hotel  Great Service and Great Location  Next to Burgis MRT and adjoins to shopping mall  Pretty central location and walkable to most areas  Staff friendly and helpful  The buffet breakfast was wonderful  Try the teh tea for breakfast my favourite  Wifi could have been better for a business traveller  Overall will stay there again,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1038,0,Low,-724.5,couples,Clean,9,11
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-10-07,Nice location as it is located very close to Bugis MRT Near Bugis Village so you can do some cheap shopping in the evening Many  quot street hawker quot  type of food across the hotel  Great for late dinner  or lunch evening snacks  Building is beautiful and seems to be a historic site Room is quite dated but is still nice,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1039,0,Low,-724.5,couples,Clean,9,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-10-01,This is my favourite hotel in Sing  Great gym  open 24 hours   club bar is awesome  brilliant location  what  39 s not to like Typically very attentive service Big rooms  for Singapore  that are even bigger when you  39 re on the club floor,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1040,0,Low,-724.5,couples,Clean,6,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-09-30,Very centralRooms were very spaciousFriendly staffBathroom were cleanBreakfast was goodBugis mall was attached to the hotelAnd metro was just below the hotelView from room was goodThe main central lounge area was beautiful the building is old charm and kept very wellThe bar is very good and trendy,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1041,1,Low,-724.5,couples,Dirty,8,38
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-09-24,Stayed for GP weekend as a family in the club rooms They worked hard to get us into a room early despite no early check in Club lounge services were outstanding  Couldn  39 t fault the service in any way,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1042,0,Low,-724.5,couples,Clean,10,15
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-09-18,First time at this hotel and really enjoyed it Excellent location large rooms service very good Even a shopping center next door with a small market  Check in was easy   Bed very comfortable and nice amenities,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1043,0,Low,-724.5,couples,Clean,8,15
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-09-09,My wife and I stayed here in early september  Our room was incredibly quiet and comfortable with a great bathroom  Good internet and fast  We used the gym which is well equipped and the pool only had the 2 of us in it on the afternoon we swam  Great location with easy walking to many of the local attractions,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1044,1,Low,-724.5,couples,Dirty,10,48
g294265-d299199,InterContinental Singapore,17.0,3102.0,2,2013-09-08,I am a frequent user of Intercontinental Hotels  This one is not so good  In fact the worst  Perhaps Asian standards are slipping  The rooms are old as well  Service in restaurant was OK The front desk is exceptionally rude and slow,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1045,0,High,-724.5,couples,Clean,6,13
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-09-06,Decent enough location  away from most of the hubbub   neatly stylish without going OTT on the decor  fairly priced  excellent facilities and service  All in all I would stay here again   certainly in preference to the entirely unsatisfactory rabble of other tarted up boarding houses such as the Amara  the Copthorne or the Innotel,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1046,0,Low,-724.5,couples,Clean,7,14
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2016-01-13,5 star hotel with a bit of Character located in an excellent locationExcellentlocation   Bugis Junction   Shopping and restaurants nearbySize of bed rooms   35 sqm   pretty good for the value for moneySleep Qualtiy  ExcellentClub Lounge   Staff  selection of drinks  atmosphereGood Room Decor  Classical not for everybodyOutdoor Pool,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1047,0,Low,-724.5,couples,Clean,9,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2016-01-11,Overall it was definitely a 5 star stay with all employees having a genuine hospitable approach Room was amazing  definitely worth upgrading The guys at the concierge were great too  with many remarks comments suggestions Wish we stayed here longer  23 27th December,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1048,0,Low,-724.5,couples,Clean,6,10
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2016-01-11,From check in to check out our short stay in Singapore was perfect  Staff were excellent  refurbished room was perfect  great bathroom and comfortable bed  The ambiance of the hotel was perfect for our short stay and added to the whole Singapore experience  Would certainly stop here again if in town,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1049,1,Low,-724.5,couples,Dirty,9,44
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-09-05,This one is ideal to pamper yourself and get world class comfort at great price  Hotel is centrally located and has many shopping centres in close vicinity  It also has a tube station at 100 m distance  Hotel ambience and service is extraordinary and a must stay package destination,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1050,0,Low,-724.5,couples,Clean,11,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-09-04,once step into the hotel  I am actually attracted by the lobby design  a bit old school kind but feel comfort  Room is clean and comfort  Location is great  near city and shopping mall just besides  Easy to get food  Bugis area just have too many choices of cuisines,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1051,0,Low,-724.5,couples,Clean,7,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,4,2013-08-21,We stayed at business room at Inter Con Singapore in June 13  this hotel is conveniently located very near the Bugis Junction MRT station Room is big  service is good  breakfast is excellent  but there are still some other disadvantages  beds are too soft and the soundproof was pretty bad  I could heard people in the next room?,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1052,0,Low,-724.5,couples,Clean,7,19
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-08-21,A magnificent hotel  right close to many shopping malls  and a shirt walk from the interesting touristic sights  Excellent service  good personnel  clean  free Internet  I had a lovely stay and would suggest anyone to spend some time there,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1053,0,Low,-724.5,couples,Clean,6,15
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-08-20,Great Hotel   close to attractions   taxis ready available  Excellent breakfast  Friendly and helpful staff  Very comfortable beds  Clean and spacious  We enjoyed the lounge where we could use the internet   morning tea and afternoon tea was also provided  Would choose this hotel again,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1054,0,Low,-724.5,couples,Clean,7,17
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-08-09,This was the hotel we stayed at for the first stop on our honeymoon  Lovely welcome  Chocolates and stawberries with chocolate sauce in our room  Fabulous room with large bed  Hotel is right next to a shopping mall so you can enjoy the air con en route to the train station  Very quiet at night  Brilliant service by all the staff,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1055,0,Low,-724.5,couples,Clean,10,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-08-07,We spent 5 nights in this warm and friendly Hotel in June  The staff are very professional  service orientated and extend the signature Singapore warmth of hospitality  The hotel is uniquely Singaporean and very well positioned  close to shopping and transport  We stayed  quot shop house quot  and thoroughly enjoyed it  We look forward to our return to our Singapore  quot home quot,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1056,0,Low,-724.5,couples,Clean,7,19
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-08-06,Everything is perfect with this hotel  A comfortable and clean room  The staff were all really friendly and pleasant We enjoyed the daily breakfast  where a good fresh selection was available The area that the hotel is in is very convenient  The hotel is attached to a shopping centre and is located in a busy shopping area,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1057,0,Low,-724.5,couples,Clean,9,13
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-08-05,after requested for a hard pillow during my last visit  this time i checked into a room with a hard pillow placed on the bed  without me requesting it   service at the club lounge was always excellent  InterContinental Singapore always strives to be the best  always,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1058,0,Low,-724.5,couples,Clean,9,10
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-07-16,With a great pool  fitness centre and a huge laidback lounge area drink service  live piano  original artworks and impressive afternoon tea  or simply use the free wifi  I loved this centrally located quality hotel  Very helpful and professional staff and beautiful room  deep bath with crystals to relax in,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1059,0,Low,-724.5,couples,Clean,9,17
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-07-12,We really enjoyed staying at this hotel and we were overwhelmed by the excellent service  Our club room was wealth worth the money as we enjoyed breakfast  high tea and cocktails in the club lounge  We will definitely return for a longer stay next time as it is one of the best hotels that we have stayed in,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1060,0,Low,-724.5,couples,Clean,9,11
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-07-05,I have stayed here twice and both times found the experience excellent  Every staff member was helpful and happy  The rooms are great I was upgraded to a junior suite on one of the stays  these rooms are magnificent  The gym is basic but has everything you need  The pool and bars are worth a visit as well  Highly recommended,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1061,0,Low,-724.5,couples,Clean,10,10
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-07-04,Nothing more to say than        MAGNIFICENT  I have lost count of the number of times we have stayed at this hotel but the service is consistently the best we have recieved on any of our travels anywhere in the world  Thank you to the staff and management for their constant   39 attention to detail  39,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1062,0,Low,-724.5,couples,Clean,8,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-06-30,Had a great stay  enjoyed the club room  gym was excellent  close to transport and good food  staff excellent  Rooms good size and clean neat and tidy  This was our 4th stay at this hotel and will not be our last,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1063,0,Low,-724.5,couples,Clean,11,19
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2016-01-08,This is an excellent hotel  The rooms are newly refurbished with a very nice size HDTV  Beds are comfortable  services are great  breakfast is good  club lounge is way above average  I  39 m glad we  39 ve chosen this hotel on our recent trip  I  39 d likely book this hotel again when returning to Singapore,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1064,0,Low,-724.5,couples,Clean,6,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-06-21,Our trip starts from Batam May 25  2013  we are going for Birthday trip for my office mate  we gonna celebrate with our close friends  The receptionist was perfect and fast getting room  all the best for themmm    wanna visit again,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1065,0,Low,-724.5,couples,Clean,9,18
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-06-21,Stayed there before my marathon run last year  The bed was the best that I have ever slept in  Location wise  its right smack in the middle of Bugis commercial area served by an MRT stationjust a couple of mins walk away  Will definitely return,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1066,0,Low,-724.5,couples,Clean,7,12
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-06-19,i have stayed at this property multiple times and am very happy with the staff  lounge and overall quality of the hotel  The breakfast and drinks are a pricey  compared to the local shops  The cab lines can be long so be prepared  I absolutely will stay again,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1067,0,Low,-724.5,couples,Clean,9,15
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-06-18,Good  Best location  walking distance from the Bugis train station  Be spoilt for choice with the many restaurants  Bugis Junction  Relax at night at the lobby lounge  where a Pianist serenades you with relaxing tunes  Room is spacious Bad,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1068,0,Low,-724.5,couples,Clean,7,16
g294265-d299199,InterContinental Singapore,17.0,3102.0,5,2013-06-15,First class in every way  Staff so friendly  Basic rooms are wonderful  Executive club is second to none  a must upgrade  Brilliant breakfast  Lots to do nearby  I will only use this hotel in Singapore  Thank you very much intercontinental,1615.0,712.0,189.0,62.0,21.0,539.0,864.0,198.0,738.0,152.0,1069,0,Low,-724.5,couples,Clean,11,19
